implement_vrb,57
implement_nou,4
addict_nou,58
moderate_adj-nou,65
articulate_vrb,41
articulate_adj,31
compress,60
compress_nou,2
extract_vrb,34
extract_nou,24
supplement_nou,46
supplement_vrb,25
intimate_adj,66
transplant_nou,61
transplant_vrb,3
postulate_nou,44
postulate_vrb,22
import_nou,47
import_vrb,15
recount_nou,44
recount_vrb,21
diagnoses_nou,58
diagnoses_vrb,10
abstract_adj-nou,66
abstract_vrb,1
rodeo,64
diffuse_adj,31
diffuse_vrb,19
perfect_adj,65
perfect_vrb,5
increase_vrb,34
increase_nou,43
discount_nou,76
jesus,76
conjugate_adj-nou,52
conjugate_vrb,3
pasty_nou,44
pasty_adj,19
document_nou,64
document_vrb,11
bow_nou-knot,30
bow_nou-ship,29
record_nou,65
record_vrb,7
suspect_vrb,20
suspect_adj-nou,47
desert_nou,56
defect_nou,49
defect_vrb,3
insert_vrb,30
insert_nou,33
incline_nou,59
incline_vrb,3
confines_nou,54
confines_vrb,13
expatriate_nou,64
decrease_nou,35
decrease_vrb,41
incense_nou,60
alternate_adj-nou,62
alternate_vrb,3
frequent_adj,49
frequent_vrb,4
animate_vrb,35
animate_adj-nou,25
progress_nou,59
progress_vrb,12
mouth_nou,59
exploit_vrb,50
exploit_nou,6
moped_nou,55
deliberate_adj,74
deliberate_vrb,3
refund_nou,64
refund_vrb,19
produce_vrb,51
produce_nou,7
content_nou,65
uses_vrb,53
uses_nou,11
mate,53
mate_nou,1
entrance_nou,67
estimate_nou,53
estimate_vrb,21
attribute_nou,37
attribute_vrb,25
converse_adj-nou,38
converse_vrb,20
upset_nou,42
upset_vrb,14
precipitate_vrb,44
precipitate_adj-nou,26
use_nou,45
use_vrb,29
laminate_nou,69
laminate_vrb,3
ornament_nou,63
ornament_vrb,4
resume_vrb,62
resume_nou,6
invite_vrb,51
invite_nou,13
present_adj-nou,55
present_vrb,7
protest_nou,56
protest_vrb,7
sake,58
sake_jp,10
wind_nou,66
wind_vrb,6
house_nou,61
house_vrb,1
discard_nou,23
discard_vrb,57
duplicate_adj-nou,55
duplicate_vrb,20
retard_vrb,60
retard_nou,9
expose_vrb,62
expose_nou,3
transform_nou,24
transform,44
minute,55
minute_adj,1
perfume_nou,54
perfume_vrb,3
conglomerate_adj-nou,36
predicate_nou,73
predicate_vrb,1
contrast_nou,64
contrast_vrb,1
compact_adj-nou,60
rerelease,59
rerelease_vrb,7
lives_vrb,35
lives_nou,29
abuses_nou,63
abuses_vrb,8
advocate_nou,47
advocate_vrb,8
export_nou,63
export_vrb,7
impact_nou,72
impact_vrb,3
isolate,61
isolate_nou,7
rebel_nou,46
rebel_vrb,6
coordinate_vrb,34
coordinate_adj-nou,32
pigment_nou,52
conduct_vrb,37
conduct_nou,39
bass_corp,5
bass,35
permit_nou,40
permit_vrb,30
winds_nou,79
winds_vrb,5
construct_vrb,61
construct_nou,7
celtic_adj-nou-sports,18
celtic,36
approximate_adj-nou,68
approximate_vrb,10
polish_geo,39
polish,2
elaborate_adj,74
wound_nou-vrb,42
wound_vrb,23
separate_adj,60
separate_vrb,7
dove,23
dove_vrb,2
mobile,59
mobile_geo,1
project_nou,63
project_vrb,1
convict_nou,58
convict_vrb,9
invalid_adj,53
invalid_nou,18
ravel_nam,49
object_nou,73
overthrow_nou,24
overthrow_vrb,25
row_1,71
affect,72
affect_nou-psy,3
buffet_vrb,3
buffet_nou,66
discharge_nou,62
discharge_vrb,6
transport_nou,53
transport_vrb,3
reject_vrb,62
reject_nou,3
console_nou,58
console_vrb,1
nestle_nam,33
nestle_vrb,7
refuse_vrb,65
refuse_nou,12
read_past,42
read_present,49
graduate_adj-nou,66
graduate_vrb,4
august_nam,5
august,60
fragment_nou,55
fragment_vrb,2
contract_nou,61
contract_vrb,2
bologna_geo,28
bologna,1
contest_nou,44
contest_vrb,10
conscript_nou,58
conscript_vrb,11
interchange_nou,55
axes_nou-vrb,27
axes_nou,32
escort_nou,55
escort_vrb,3
conflict_nou,67
conflict_vrb,2
convert_vrb,57
convert_nou,4
implant_nou,49
implant_vrb,3
initiate_vrb,63
initiate_nou,7
delegate_nou,60
delegate_vrb,6
insult_vrb,15
insult_nou,47
live_adj,41
live_vrb,24
aggregate_adj-nou,52
aggregate_vrb,4
subject_adj-nou,67
degenerate_adj-nou,49
degenerate_vrb,6
appropriate_adj,75
appropriate_vrb,1
abuse_nou,68
abuse_vrb,6
close_adj-nou,38
close_vrb,11
invert_vrb,56
invert_adj-nou,23
reading_en,62
reading_geo,8
lead_nou-vrb,50
lead_nou,14
tear_nou,24
tear_vrb,50
syndicate_nou,61
syndicate_vrb,4
consort_nou,28
pervert_nou,51
pervert_vrb,19
associate_adj-nou,49
associate_vrb,4
deviate_vrb,82
deviate_nou,1
intrigue_nou,64
intrigue_nou-vrb,2
misuse_nou,67
misuse_vrb,5
learned_adj,4
learned_vrb,63
increment_vrb,10
increment_nou,64
compound_nou,38
compound_vrb,2
combine_vrb,56
combine_nou,7
analyses_nou,53
analyses_vrb,8
sow_nou,18
sow,41
job,68
correlate_nou-vrb,68
correlate_nou,3
consummate_adj,31
consummate_vrb,22
subordinate_adj-nou,55
subordinate_vrb,2
instrument_nou,60
affiliate_vrb,3
affiliate_nou,66
excuse_nou,53
excuse_vrb,13
blessed_adj,28
blessed_vrb,30
aged,59
aged_adj,2
content_adj-nou-vrb,3
ravel_nou,1
