implement_vrb,54
implement_nou,4
addict_nou,52
moderate_adj-nou,59
articulate_vrb,36
articulate_adj,29
compress,53
compress_nou,2
extract_vrb,29
extract_nou,21
supplement_nou,42
supplement_vrb,23
intimate_adj,61
transplant_nou,54
transplant_vrb,2
postulate_nou,39
postulate_vrb,18
import_nou,41
import_vrb,14
recount_nou,40
recount_vrb,18
diagnoses_nou,51
diagnoses_vrb,10
abstract_adj-nou,56
abstract_vrb,1
rodeo,55
diffuse_adj,27
diffuse_vrb,18
perfect_adj,58
perfect_vrb,5
increase_vrb,30
increase_nou,38
discount_nou,69
jesus,69
conjugate_adj-nou,46
conjugate_vrb,2
pasty_nou,38
pasty_adj,18
document_nou,56
document_vrb,10
bow_nou-knot,27
bow_nou-ship,26
record_nou,57
record_vrb,7
suspect_vrb,19
suspect_adj-nou,42
desert_nou,50
defect_nou,44
defect_vrb,3
insert_vrb,26
insert_nou,30
incline_nou,54
incline_vrb,2
confines_nou,51
confines_vrb,9
expatriate_nou,60
decrease_nou,30
decrease_vrb,34
incense_nou,53
alternate_adj-nou,56
alternate_vrb,3
frequent_adj,44
frequent_vrb,3
animate_vrb,30
animate_adj-nou,25
progress_nou,53
progress_vrb,9
mouth_nou,54
exploit_vrb,46
exploit_nou,6
moped_nou,49
deliberate_adj,68
deliberate_vrb,2
refund_nou,57
refund_vrb,18
produce_vrb,47
produce_nou,5
content_nou,59
uses_vrb,49
uses_nou,10
mate,47
mate_nou,1
entrance_nou,62
estimate_nou,42
estimate_vrb,21
attribute_nou,37
attribute_vrb,21
converse_adj-nou,34
converse_vrb,17
upset_nou,38
upset_vrb,11
precipitate_vrb,35
precipitate_adj-nou,23
use_nou,43
use_vrb,24
laminate_nou,61
laminate_vrb,2
ornament_nou,57
ornament_vrb,4
resume_vrb,55
resume_nou,6
invite_vrb,44
invite_nou,11
present_adj-nou,49
present_vrb,5
protest_nou,51
protest_vrb,7
sake,52
sake_jp,9
wind_nou,58
wind_vrb,6
house_nou,55
house_vrb,1
discard_nou,20
discard_vrb,52
duplicate_adj-nou,50
duplicate_vrb,17
retard_vrb,54
retard_nou,9
expose_vrb,57
expose_nou,3
transform_nou,22
transform,38
minute,48
minute_adj,1
perfume_nou,45
perfume_vrb,2
conglomerate_adj-nou,31
predicate_nou,65
predicate_vrb,1
contrast_nou,56
contrast_vrb,1
compact_adj-nou,53
rerelease,54
rerelease_vrb,6
lives_vrb,31
lives_nou,26
abuses_nou,55
abuses_vrb,7
advocate_nou,43
advocate_vrb,6
export_nou,59
export_vrb,7
impact_nou,66
impact_vrb,2
isolate,54
isolate_nou,7
rebel_nou,40
rebel_vrb,5
coordinate_vrb,28
coordinate_adj-nou,29
pigment_nou,47
conduct_vrb,36
conduct_nou,32
bass_corp,5
bass,30
permit_nou,36
permit_vrb,28
winds_nou,71
winds_vrb,5
construct_vrb,57
construct_nou,6
celtic_adj-nou-sports,16
celtic,33
approximate_adj-nou,57
approximate_vrb,10
polish_geo,35
polish,2
elaborate_adj,70
wound_nou-vrb,40
wound_vrb,19
separate_adj,55
separate_vrb,6
dove,22
dove_vrb,1
mobile,51
mobile_geo,1
project_nou,56
project_vrb,1
convict_nou,52
convict_vrb,7
invalid_adj,48
invalid_nou,17
ravel_nam,43
object_nou,63
overthrow_nou,18
overthrow_vrb,24
row_1,61
affect,64
affect_nou-psy,3
buffet_vrb,3
buffet_nou,59
discharge_nou,54
discharge_vrb,6
transport_nou,46
transport_vrb,3
reject_vrb,56
reject_nou,3
console_nou,52
console_vrb,1
nestle_nam,28
nestle_vrb,7
refuse_vrb,57
refuse_nou,10
read_past,36
read_present,44
graduate_adj-nou,60
graduate_vrb,2
august_nam,5
august,52
fragment_nou,48
fragment_vrb,2
contract_nou,53
contract_vrb,2
bologna_geo,22
bologna,1
contest_nou,41
contest_vrb,7
conscript_nou,51
conscript_vrb,10
interchange_nou,47
axes_nou-vrb,23
axes_nou,28
escort_nou,51
escort_vrb,2
conflict_nou,60
conflict_vrb,2
convert_vrb,50
convert_nou,3
implant_nou,44
implant_vrb,2
initiate_vrb,54
initiate_nou,6
delegate_nou,53
delegate_vrb,6
insult_vrb,14
insult_nou,41
live_adj,37
live_vrb,19
aggregate_adj-nou,47
aggregate_vrb,3
subject_adj-nou,58
degenerate_adj-nou,43
degenerate_vrb,5
appropriate_adj,66
appropriate_vrb,1
abuse_nou,60
abuse_vrb,6
close_adj-nou,33
close_vrb,10
invert_vrb,51
invert_adj-nou,20
reading_en,59
reading_geo,7
lead_nou-vrb,45
lead_nou,12
tear_nou,24
tear_vrb,43
syndicate_nou,54
syndicate_vrb,4
consort_nou,25
pervert_nou,46
pervert_vrb,17
associate_adj-nou,47
associate_vrb,4
deviate_vrb,70
deviate_nou,1
intrigue_nou,56
intrigue_nou-vrb,2
misuse_nou,61
misuse_vrb,5
learned_adj,4
learned_vrb,55
increment_vrb,9
increment_nou,57
compound_nou,30
compound_vrb,2
combine_vrb,51
combine_nou,6
analyses_nou,45
analyses_vrb,8
sow_nou,16
sow,35
job,61
correlate_nou-vrb,62
correlate_nou,3
consummate_adj,31
consummate_vrb,19
subordinate_adj-nou,49
subordinate_vrb,2
instrument_nou,54
affiliate_vrb,3
affiliate_nou,56
excuse_nou,48
excuse_vrb,11
blessed_adj,26
blessed_vrb,27
aged,55
aged_adj,2
