articulate_vrb,1
compress_nou,1
postulate_nou,1
diffuse_vrb,1
perfect_adj,1
record_vrb,1
confines_nou,1
animate_vrb,1
progress_nou,1
content_adj-nou-vrb,1
attribute_nou,1
converse_adj-nou,1
ornament_nou,1
present_vrb,1
house_vrb,1
discard_vrb,1
perfume_vrb,1
export_nou,1
coordinate_adj-nou,1
project_vrb,1
ravel_nou,1
transport_vrb,1
nestle_nam,1
graduate_vrb,1
august_adj,1
bologna,1
conflict_vrb,1
insult_nou,1
degenerate_adj-nou,1
close_adj-nou,1
increment_nou,1
compound_nou,1
analyses_nou,1
sow_nou,1
correlate_nou,1
consummate_vrb,1
excuse_nou,1
recount_nou,1
conglomerate_vrb,1
approximate_adj-nou,1
discharge_nou,1
extract_nou,2
diffuse_adj,2
jesus_es,2
conjugate_adj-nou,2
animate_adj-nou,2
estimate_nou,2
wind_vrb,2
retard_vrb,2
transform,2
export_vrb,2
wound_nou-vrb,2
wound_vrb,2
nestle_vrb,2
refuse_vrb,2
read_past,2
reading_en,2
tear_vrb,2
increment_vrb,2
combine_vrb,2
sow,2
recount_vrb,3
rodeo_geo,3
bow_nou-ship,3
insert_vrb,3
upset_vrb,3
polish,3
buffet_vrb,3
reject_vrb,3
pervert_vrb,3
celtic_adj-nou-sports,4
mobile_geo,4
blessed_vrb,4
invalid_nou,5
aged_adj,5
upset_nou,6
invert_vrb,6
learned_adj,6
pasty_nou,7
read_present,8
august_nam,9
reading_geo,12
bass_corp,13
celtic,14
sake_jp,15
blessed_adj,16
tear_nou,21
lead_nou,23
bow_nou-knot,39
axes_nou-vrb,49
